split,class_name,label,source_type,genus,filename_species,individual_id,museum,position,layer,tooth_type,direction,relative_path
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112700,AMNH,p1,l1,M2,L,train/hoolock/hoolock_AMNH112700/Hoolock#hoolock#AMNH112700#s#v#p1#l1#M2#L_aug_dark_con.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112700,AMNH,p1,l1,M2,L,train/hoolock/hoolock_AMNH112700/Hoolock#hoolock#AMNH112700#s#v#p1#l1#M2#L_aug_hicon.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112700,AMNH,p1,l1,M2,L,train/hoolock/hoolock_AMNH112700/Hoolock#hoolock#AMNH112700#s#v#p1#l1#M2#L_aug_muted.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112700,AMNH,p1,l1,M2,L,train/hoolock/hoolock_AMNH112700/Hoolock#hoolock#AMNH112700#s#v#p1#l1#M2#L_aug_vivid.jpg
train,hoolock,0,original,Hoolock,hoolock,AMNH112700,AMNH,p1,l1,M2,R,train/hoolock/hoolock_AMNH112700/Hoolock#hoolock#AMNH112700#s#v#p1#l1#M2#R.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112700,AMNH,p1,l1,M2,R,train/hoolock/hoolock_AMNH112700/Hoolock#hoolock#AMNH112700#s#v#p1#l1#M2#R_aug_bright_sat.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112700,AMNH,p1,l1,M2,R,train/hoolock/hoolock_AMNH112700/Hoolock#hoolock#AMNH112700#s#v#p1#l1#M2#R_aug_cool.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112700,AMNH,p1,l1,M2,R,train/hoolock/hoolock_AMNH112700/Hoolock#hoolock#AMNH112700#s#v#p1#l1#M2#R_aug_dark_con.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112700,AMNH,p1,l1,M2,R,train/hoolock/hoolock_AMNH112700/Hoolock#hoolock#AMNH112700#s#v#p1#l1#M2#R_aug_muted.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112700,AMNH,p1,l1,M2,R,train/hoolock/hoolock_AMNH112700/Hoolock#hoolock#AMNH112700#s#v#p1#l1#M2#R_aug_vivid.jpg
train,hoolock,0,original,Hoolock,hoolock,AMNH112701,AMNH,p1,l1,M1,R,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p1#l1#M1#R#A.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p1,l1,M1,R,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p1#l1#M1#R#A_aug_bright_sat.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p1,l1,M1,R,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p1#l1#M1#R#A_aug_cool.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p1,l1,M1,R,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p1#l1#M1#R#A_aug_dark_con.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p1,l1,M1,R,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p1#l1#M1#R#A_aug_hicon.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p1,l1,M1,R,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p1#l1#M1#R#A_aug_muted.jpg
train,hoolock,0,original,Hoolock,hoolock,AMNH112701,AMNH,p1,l1,M2,R,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p1#l1#M2#R#A.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p1,l1,M2,R,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p1#l1#M2#R#A_aug_dark_con.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p1,l1,M2,R,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p1#l1#M2#R#A_aug_hicon.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p1,l1,M2,R,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p1#l1#M2#R#A_aug_muted.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p1,l1,M2,R,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p1#l1#M2#R#A_aug_vivid.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p1,l1,M2,R,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p1#l1#M2#R#A_aug_warm.jpg
train,hoolock,0,original,Hoolock,hoolock,AMNH112701,AMNH,p2,l1,M1,R,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p2#l1#M1#R#A.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p2,l1,M1,R,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p2#l1#M1#R#A_aug_bright_sat.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p2,l1,M1,R,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p2#l1#M1#R#A_aug_cool.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p2,l1,M1,R,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p2#l1#M1#R#A_aug_hicon.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p2,l1,M1,R,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p2#l1#M1#R#A_aug_muted.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p2,l1,M1,R,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p2#l1#M1#R#A_aug_soft.jpg
train,hoolock,0,original,Hoolock,hoolock,AMNH112701,AMNH,p2,l1,M2,R,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p2#l1#M2#R#A.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p2,l1,M2,R,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p2#l1#M2#R#A_aug_dark_con.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p2,l1,M2,R,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p2#l1#M2#R#A_aug_hicon.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p2,l1,M2,R,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p2#l1#M2#R#A_aug_muted.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p2,l1,M2,R,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p2#l1#M2#R#A_aug_soft.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p2,l1,M2,R,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p2#l1#M2#R#A_aug_warm.jpg
train,hoolock,0,original,Hoolock,hoolock,AMNH112701,AMNH,p3,l1,M1,L,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p3#l1#M1#L#A.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p3,l1,M1,L,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p3#l1#M1#L#A_aug_bright_sat.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p3,l1,M1,L,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p3#l1#M1#L#A_aug_hicon.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p3,l1,M1,L,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p3#l1#M1#L#A_aug_muted.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p3,l1,M1,L,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p3#l1#M1#L#A_aug_soft.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p3,l1,M1,L,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p3#l1#M1#L#A_aug_warm.jpg
train,hoolock,0,original,Hoolock,hoolock,AMNH112701,AMNH,p3,l1,M2,L,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p3#l1#M2#L#A.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p3,l1,M2,L,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p3#l1#M2#L#A_aug_bright_sat.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p3,l1,M2,L,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p3#l1#M2#L#A_aug_dark_con.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p3,l1,M2,L,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p3#l1#M2#L#A_aug_hicon.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p3,l1,M2,L,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p3#l1#M2#L#A_aug_muted.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p3,l1,M2,L,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p3#l1#M2#L#A_aug_soft.jpg
train,hoolock,0,original,Hoolock,hoolock,AMNH112701,AMNH,p3,l1,M3,L,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p3#l1#M3#L.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p3,l1,M3,L,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p3#l1#M3#L_aug_bright_sat.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p3,l1,M3,L,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p3#l1#M3#L_aug_cool.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p3,l1,M3,L,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p3#l1#M3#L_aug_dark_con.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p3,l1,M3,L,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p3#l1#M3#L_aug_muted.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112701,AMNH,p3,l1,M3,L,train/hoolock/hoolock_AMNH112701/Hoolock#hoolock#AMNH112701#s#v#p3#l1#M3#L_aug_warm.jpg
train,hoolock,0,original,Hoolock,hoolock,AMNH112702,AMNH,p1,l1,M1,L,train/hoolock/hoolock_AMNH112702/Hoolock#hoolock#AMNH112702#s#v#p1#l1#M1#L#B.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112702,AMNH,p1,l1,M1,L,train/hoolock/hoolock_AMNH112702/Hoolock#hoolock#AMNH112702#s#v#p1#l1#M1#L#B_aug_bright_sat.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112702,AMNH,p1,l1,M1,L,train/hoolock/hoolock_AMNH112702/Hoolock#hoolock#AMNH112702#s#v#p1#l1#M1#L#B_aug_cool.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112702,AMNH,p1,l1,M1,L,train/hoolock/hoolock_AMNH112702/Hoolock#hoolock#AMNH112702#s#v#p1#l1#M1#L#B_aug_dark_con.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112702,AMNH,p1,l1,M1,L,train/hoolock/hoolock_AMNH112702/Hoolock#hoolock#AMNH112702#s#v#p1#l1#M1#L#B_aug_soft.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112702,AMNH,p1,l1,M1,L,train/hoolock/hoolock_AMNH112702/Hoolock#hoolock#AMNH112702#s#v#p1#l1#M1#L#B_aug_vivid.jpg
train,hoolock,0,original,Hoolock,hoolock,AMNH112702,AMNH,p2,l1,M3,L,train/hoolock/hoolock_AMNH112702/Hoolock#hoolock#AMNH112702#s#v#p2#l1#M3#L.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112702,AMNH,p2,l1,M3,L,train/hoolock/hoolock_AMNH112702/Hoolock#hoolock#AMNH112702#s#v#p2#l1#M3#L_aug_cool.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112702,AMNH,p2,l1,M3,L,train/hoolock/hoolock_AMNH112702/Hoolock#hoolock#AMNH112702#s#v#p2#l1#M3#L_aug_hicon.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112702,AMNH,p2,l1,M3,L,train/hoolock/hoolock_AMNH112702/Hoolock#hoolock#AMNH112702#s#v#p2#l1#M3#L_aug_muted.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112702,AMNH,p2,l1,M3,L,train/hoolock/hoolock_AMNH112702/Hoolock#hoolock#AMNH112702#s#v#p2#l1#M3#L_aug_vivid.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112702,AMNH,p2,l1,M3,L,train/hoolock/hoolock_AMNH112702/Hoolock#hoolock#AMNH112702#s#v#p2#l1#M3#L_aug_warm.jpg
train,hoolock,0,original,Hoolock,hoolock,AMNH112703,AMNH,p1,l1,M1,R,train/hoolock/hoolock_AMNH112703/Hoolock#hoolock#AMNH112703#s#v#p1#l1#M1#R.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112703,AMNH,p1,l1,M1,R,train/hoolock/hoolock_AMNH112703/Hoolock#hoolock#AMNH112703#s#v#p1#l1#M1#R_aug_bright_sat.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112703,AMNH,p1,l1,M1,R,train/hoolock/hoolock_AMNH112703/Hoolock#hoolock#AMNH112703#s#v#p1#l1#M1#R_aug_muted.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112703,AMNH,p1,l1,M1,R,train/hoolock/hoolock_AMNH112703/Hoolock#hoolock#AMNH112703#s#v#p1#l1#M1#R_aug_soft.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112703,AMNH,p1,l1,M1,R,train/hoolock/hoolock_AMNH112703/Hoolock#hoolock#AMNH112703#s#v#p1#l1#M1#R_aug_vivid.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112703,AMNH,p1,l1,M1,R,train/hoolock/hoolock_AMNH112703/Hoolock#hoolock#AMNH112703#s#v#p1#l1#M1#R_aug_warm.jpg
train,hoolock,0,original,Hoolock,hoolock,AMNH112703,AMNH,p1,l1,M2,R,train/hoolock/hoolock_AMNH112703/Hoolock#hoolock#AMNH112703#s#v#p1#l1#M2#R.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112703,AMNH,p1,l1,M2,R,train/hoolock/hoolock_AMNH112703/Hoolock#hoolock#AMNH112703#s#v#p1#l1#M2#R_aug_bright_sat.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112703,AMNH,p1,l1,M2,R,train/hoolock/hoolock_AMNH112703/Hoolock#hoolock#AMNH112703#s#v#p1#l1#M2#R_aug_dark_con.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112703,AMNH,p1,l1,M2,R,train/hoolock/hoolock_AMNH112703/Hoolock#hoolock#AMNH112703#s#v#p1#l1#M2#R_aug_muted.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112703,AMNH,p1,l1,M2,R,train/hoolock/hoolock_AMNH112703/Hoolock#hoolock#AMNH112703#s#v#p1#l1#M2#R_aug_soft.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112703,AMNH,p1,l1,M2,R,train/hoolock/hoolock_AMNH112703/Hoolock#hoolock#AMNH112703#s#v#p1#l1#M2#R_aug_warm.jpg
train,hoolock,0,original,Hoolock,hoolock,AMNH112703,AMNH,p3,l1,M3,R,train/hoolock/hoolock_AMNH112703/Hoolock#hoolock#AMNH112703#s#v#p3#l1#M3#R.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112703,AMNH,p3,l1,M3,R,train/hoolock/hoolock_AMNH112703/Hoolock#hoolock#AMNH112703#s#v#p3#l1#M3#R_aug_bright_sat.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112703,AMNH,p3,l1,M3,R,train/hoolock/hoolock_AMNH112703/Hoolock#hoolock#AMNH112703#s#v#p3#l1#M3#R_aug_hicon.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112703,AMNH,p3,l1,M3,R,train/hoolock/hoolock_AMNH112703/Hoolock#hoolock#AMNH112703#s#v#p3#l1#M3#R_aug_soft.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112703,AMNH,p3,l1,M3,R,train/hoolock/hoolock_AMNH112703/Hoolock#hoolock#AMNH112703#s#v#p3#l1#M3#R_aug_vivid.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112703,AMNH,p3,l1,M3,R,train/hoolock/hoolock_AMNH112703/Hoolock#hoolock#AMNH112703#s#v#p3#l1#M3#R_aug_warm.jpg
train,hoolock,0,original,Hoolock,hoolock,AMNH112704,AMNH,p1,l1,M2,L,train/hoolock/hoolock_AMNH112704/Hoolock#hoolock#AMNH112704#s#v#p1#l1#M2#L.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112704,AMNH,p1,l1,M2,L,train/hoolock/hoolock_AMNH112704/Hoolock#hoolock#AMNH112704#s#v#p1#l1#M2#L_aug_bright_sat.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112704,AMNH,p1,l1,M2,L,train/hoolock/hoolock_AMNH112704/Hoolock#hoolock#AMNH112704#s#v#p1#l1#M2#L_aug_cool.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112704,AMNH,p1,l1,M2,L,train/hoolock/hoolock_AMNH112704/Hoolock#hoolock#AMNH112704#s#v#p1#l1#M2#L_aug_hicon.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112704,AMNH,p1,l1,M2,L,train/hoolock/hoolock_AMNH112704/Hoolock#hoolock#AMNH112704#s#v#p1#l1#M2#L_aug_vivid.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112704,AMNH,p1,l1,M2,L,train/hoolock/hoolock_AMNH112704/Hoolock#hoolock#AMNH112704#s#v#p1#l1#M2#L_aug_warm.jpg
train,hoolock,0,original,Hoolock,hoolock,AMNH112704,AMNH,p1,l1,M3,L,train/hoolock/hoolock_AMNH112704/Hoolock#hoolock#AMNH112704#s#v#p1#l1#M3#L.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112704,AMNH,p1,l1,M3,L,train/hoolock/hoolock_AMNH112704/Hoolock#hoolock#AMNH112704#s#v#p1#l1#M3#L_aug_bright_sat.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112704,AMNH,p1,l1,M3,L,train/hoolock/hoolock_AMNH112704/Hoolock#hoolock#AMNH112704#s#v#p1#l1#M3#L_aug_dark_con.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112704,AMNH,p1,l1,M3,L,train/hoolock/hoolock_AMNH112704/Hoolock#hoolock#AMNH112704#s#v#p1#l1#M3#L_aug_hicon.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112704,AMNH,p1,l1,M3,L,train/hoolock/hoolock_AMNH112704/Hoolock#hoolock#AMNH112704#s#v#p1#l1#M3#L_aug_muted.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112704,AMNH,p1,l1,M3,L,train/hoolock/hoolock_AMNH112704/Hoolock#hoolock#AMNH112704#s#v#p1#l1#M3#L_aug_vivid.jpg
train,hoolock,0,original,Hoolock,hoolock,AMNH112704,AMNH,p2,l1,M2,L,train/hoolock/hoolock_AMNH112704/Hoolock#hoolock#AMNH112704#s#v#p2#l1#M2#L.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112704,AMNH,p2,l1,M2,L,train/hoolock/hoolock_AMNH112704/Hoolock#hoolock#AMNH112704#s#v#p2#l1#M2#L_aug_bright_sat.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112704,AMNH,p2,l1,M2,L,train/hoolock/hoolock_AMNH112704/Hoolock#hoolock#AMNH112704#s#v#p2#l1#M2#L_aug_cool.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112704,AMNH,p2,l1,M2,L,train/hoolock/hoolock_AMNH112704/Hoolock#hoolock#AMNH112704#s#v#p2#l1#M2#L_aug_hicon.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112704,AMNH,p2,l1,M2,L,train/hoolock/hoolock_AMNH112704/Hoolock#hoolock#AMNH112704#s#v#p2#l1#M2#L_aug_soft.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112704,AMNH,p2,l1,M2,L,train/hoolock/hoolock_AMNH112704/Hoolock#hoolock#AMNH112704#s#v#p2#l1#M2#L_aug_vivid.jpg
train,hoolock,0,original,Hoolock,hoolock,AMNH112704,AMNH,p2,l1,M3,L,train/hoolock/hoolock_AMNH112704/Hoolock#hoolock#AMNH112704#s#v#p2#l1#M3#L.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112704,AMNH,p2,l1,M3,L,train/hoolock/hoolock_AMNH112704/Hoolock#hoolock#AMNH112704#s#v#p2#l1#M3#L_aug_bright_sat.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112704,AMNH,p2,l1,M3,L,train/hoolock/hoolock_AMNH112704/Hoolock#hoolock#AMNH112704#s#v#p2#l1#M3#L_aug_hicon.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112704,AMNH,p2,l1,M3,L,train/hoolock/hoolock_AMNH112704/Hoolock#hoolock#AMNH112704#s#v#p2#l1#M3#L_aug_soft.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112704,AMNH,p2,l1,M3,L,train/hoolock/hoolock_AMNH112704/Hoolock#hoolock#AMNH112704#s#v#p2#l1#M3#L_aug_vivid.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112704,AMNH,p2,l1,M3,L,train/hoolock/hoolock_AMNH112704/Hoolock#hoolock#AMNH112704#s#v#p2#l1#M3#L_aug_warm.jpg
train,hoolock,0,original,Hoolock,hoolock,AMNH112706,AMNH,p1,l1,M2,L,train/hoolock/hoolock_AMNH112706/Hoolock#hoolock#AMNH112706#s#v#p1#l1#M2#L.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112706,AMNH,p1,l1,M2,L,train/hoolock/hoolock_AMNH112706/Hoolock#hoolock#AMNH112706#s#v#p1#l1#M2#L_aug_bright_sat.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112706,AMNH,p1,l1,M2,L,train/hoolock/hoolock_AMNH112706/Hoolock#hoolock#AMNH112706#s#v#p1#l1#M2#L_aug_cool.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112706,AMNH,p1,l1,M2,L,train/hoolock/hoolock_AMNH112706/Hoolock#hoolock#AMNH112706#s#v#p1#l1#M2#L_aug_dark_con.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112706,AMNH,p1,l1,M2,L,train/hoolock/hoolock_AMNH112706/Hoolock#hoolock#AMNH112706#s#v#p1#l1#M2#L_aug_soft.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112706,AMNH,p1,l1,M2,L,train/hoolock/hoolock_AMNH112706/Hoolock#hoolock#AMNH112706#s#v#p1#l1#M2#L_aug_warm.jpg
train,hoolock,0,original,Hoolock,hoolock,AMNH112706,AMNH,p2,l1,M2,L,train/hoolock/hoolock_AMNH112706/Hoolock#hoolock#AMNH112706#s#v#p2#l1#M2#L.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112706,AMNH,p2,l1,M2,L,train/hoolock/hoolock_AMNH112706/Hoolock#hoolock#AMNH112706#s#v#p2#l1#M2#L_aug_hicon.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112706,AMNH,p2,l1,M2,L,train/hoolock/hoolock_AMNH112706/Hoolock#hoolock#AMNH112706#s#v#p2#l1#M2#L_aug_muted.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112706,AMNH,p2,l1,M2,L,train/hoolock/hoolock_AMNH112706/Hoolock#hoolock#AMNH112706#s#v#p2#l1#M2#L_aug_soft.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112706,AMNH,p2,l1,M2,L,train/hoolock/hoolock_AMNH112706/Hoolock#hoolock#AMNH112706#s#v#p2#l1#M2#L_aug_vivid.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112706,AMNH,p2,l1,M2,L,train/hoolock/hoolock_AMNH112706/Hoolock#hoolock#AMNH112706#s#v#p2#l1#M2#L_aug_warm.jpg
train,hoolock,0,original,Hoolock,hoolock,AMNH112706,AMNH,p2,l1,M3,L,train/hoolock/hoolock_AMNH112706/Hoolock#hoolock#AMNH112706#s#v#p2#l1#M3#L.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112706,AMNH,p2,l1,M3,L,train/hoolock/hoolock_AMNH112706/Hoolock#hoolock#AMNH112706#s#v#p2#l1#M3#L_aug_bright_sat.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112706,AMNH,p2,l1,M3,L,train/hoolock/hoolock_AMNH112706/Hoolock#hoolock#AMNH112706#s#v#p2#l1#M3#L_aug_hicon.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112706,AMNH,p2,l1,M3,L,train/hoolock/hoolock_AMNH112706/Hoolock#hoolock#AMNH112706#s#v#p2#l1#M3#L_aug_muted.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112706,AMNH,p2,l1,M3,L,train/hoolock/hoolock_AMNH112706/Hoolock#hoolock#AMNH112706#s#v#p2#l1#M3#L_aug_soft.jpg
train,hoolock,0,offline_augmented,Hoolock,hoolock,AMNH112706,AMNH,p2,l1,M3,L,train/hoolock/hoolock_AMNH112706/Hoolock#hoolock#AMNH112706#s#v#p2#l1#M3#L_aug_warm.jpg
train,hoolock,0,original,Hoolock,hoolock,AMNH112710,AMNH,p1,l1,M1,L,train/hoolock/hoolock_AMNH112710/Hoolock#hoolock#AMNH112710#s#v#p1#l1#M1#L.jpg
